Run Time,Comparisons,Swaps
Unsorted,,
20291396,4999755000,2504824065
20500557,4999755000,2504824065
21149275,4999755000,2504824065
20742468,4999755000,2504824065
20710671,4999755000,2504824065
20523416,4999755000,2504824065
20527747,4999755000,2504824065
20696402,4999755000,2504824065
20533860,4999755000,2504824065
20688050,4999755000,2504824065
Sorted,,
187,99999,0
192,99999,0
196,99999,0
196,99999,0
193,99999,0
201,99999,0
205,99999,0
196,99999,0
192,99999,0
201,99999,0
