Run Time,Comparisons,Swaps
Unsorted,,
153488,49989329,24960933
151989,49989329,24960933
156482,49989329,24960933
153886,49989329,24960933
153673,49989329,24960933
152563,49989329,24960933
152072,49989329,24960933
152913,49989329,24960933
152985,49989329,24960933
154297,49989329,24960933
Sorted,,
19,9999,0
18,9999,0
19,9999,0
21,9999,0
18,9999,0
19,9999,0
22,9999,0
20,9999,0
18,9999,0
19,9999,0
