Run Time,Comparisons,Swaps
Unsorted,,
5175001,2496514823,2496414830
5189235,2496514823,2496414830
5165941,2496514823,2496414830
5165313,2496514823,2496414830
5177564,2496514823,2496414830
5179108,2496514823,2496414830
5174308,2496514823,2496414830
5172762,2496514823,2496414830
5180014,2496514823,2496414830
5196279,2496514823,2496414830
Sorted,,
209,99999,0
210,99999,0
207,99999,0
210,99999,0
215,99999,0
207,99999,0
207,99999,0
207,99999,0
206,99999,0
206,99999,0
