Run Time,Comparisons,Swaps
Unsorted,,
536,253348,252352
527,253348,252352
532,253348,252352
535,253348,252352
527,253348,252352
532,253348,252352
541,253348,252352
548,253348,252352
547,253348,252352
539,253348,252352
Sorted,,
2,999,0
2,999,0
2,999,0
2,999,0
2,999,0
2,999,0
2,999,0
2,999,0
2,999,0
2,999,0
