Run Time,Comparisons,Swaps
Unsorted,,
13012,1536342,0
12734,1536342,0
12781,1536342,0
12457,1536342,0
12555,1536342,0
12543,1536342,0
12498,1536342,0
12475,1536342,0
12525,1536342,0
12632,1536342,0
Sorted,,
5999,853904,0
5355,853904,0
5436,853904,0
5432,853904,0
5525,853904,0
5418,853904,0
5471,853904,0
5491,853904,0
5492,853904,0
5494,853904,0
