Run Time,Comparisons,Swaps
Unsorted,,
80,8690,0
76,8690,0
73,8690,0
71,8690,0
70,8690,0
69,8690,0
74,8690,0
71,8690,0
71,8690,0
71,8690,0
Sorted,,
39,5044,0
37,5044,0
37,5044,0
37,5044,0
37,5044,0
37,5044,0
38,5044,0
47,5044,0
38,5044,0
38,5044,0
