Run Time,Comparisons,Swaps
Unsorted,,
1062,120589,0
1047,120589,0
1050,120589,0
1048,120589,0
1059,120589,0
1101,120589,0
1064,120589,0
1053,120589,0
1047,120589,0
1039,120589,0
Sorted,,
462,69008,0
475,69008,0
476,69008,0
477,69008,0
478,69008,0
478,69008,0
474,69008,0
478,69008,0
480,69008,0
479,69008,0
